ClaveMateria,Clave Materi(NOUSAR),Materia,Grupo,TipoGrupo,Docente,SalOn,Horario,Cupo
IEC225800,IEC-2258-00,BIOMECANICA PARA INGENIERIA,B,Teoria,MERAZ TENA ERIKA GUADALUPE,103,"Lunes 9:00-11:00, Viernes 9:00-11:00",30
IEC225800,IEC-2258-00,BIOMECANICA PARA INGENIERIA,B-L1,Laboratorio,MERAZ TENA ERIKA GUADALUPE,103-J1-106,Miércoles 9:00-11:00,30
IEC225900,IEC-2259-00,INGENIERIA TISULAR,A,Teoria,ZUÑIGA AGUILAR ESMERALDA SARAI,103,"Martes 13:00-15:00, Jueves 13:00-15:00",20
IEC230296,IEC-2302-96,ARQUITECTURA DE COMPUTADORAS I,A,Teoria,GUTIERREZ CASAS EFREN DAVID Campus Virtual,30,,30
IEC230296,IEC-2302-96,ARQUITECTURA DE COMPUTADORAS I,A-L1,Laboratorio,GUTIERREZ CASAS EFREN DAVID Campus Virtual,30,,30
IEC230296,IEC-2302-96,ARQUITECTURA DE COMPUTADORAS I,B,Teoria,LUJAN MALDONADO SERGIO,103-Y4-201,"Miércoles 20:00-22:00, Viernes 20:00-21:00",24
IEC230296,IEC-2302-96,ARQUITECTURA DE COMPUTADORAS I,B-L1,Laboratorio,LUJAN MALDONADO SERGIO,103-Y4-201,Lunes 20:00-22:00,24
IEC230496,IEC-2304-96,SISTEMAS DIGITALES I,A,Teoria,GOMEZ FRANCO MARIBEL,103,"Martes 11:00-13:00, Viernes 12:00-13:00",24
IEC230496,IEC-2304-96,SISTEMAS DIGITALES I,A-L1,Laboratorio,GOMEZ FRANCO MARIBEL,103-Y4-201,Jueves 11:00-13:00,24
IEC230500,IEC-2305-00,PROCESAMIENTO DIGITAL DE SEÑALES,A,Teoria,,103-W-101,"Martes 20:00-22:00, Jueves 20:00-22:00",24
IEC230600,IEC-2306-00,INSTRUMENTACION ELECTRONICA,A,Teoria,COTA RUIZ JUAN DE DIOS,103-J1-107,"Lunes 16:00-18:00, Viernes 16:00-17:00",24
IEC230600,IEC-2306-00,INSTRUMENTACION ELECTRONICA,A-L1,Laboratorio,COTA RUIZ JUAN DE DIOS,103-J1-107,Miércoles 16:00-18:00,24
IEC230800,IEC-2308-00,DISEÑO DE SISTEMAS DIGITALES II,A,Teoria,JIMENEZ PEREZ ABIMAEL,103-W-102,"Lunes 16:00-18:00, Miércoles 16:00-18:00",24
IEC231900,IEC-2319-00,SEMINARIO DE INGENIERIA,A,Teoria,GOMEZ FRANCO MARIBEL,103,"Lunes 18:00-20:00, Miércoles 18:00-20:00",14
IEC240196,IEC-2401-96,REDES DE COMPUTADORAS I,A,Teoria,CASTILLO LUNA EDUARDO,103-Y4-206-f,"Martes 16:00-18:00, Jueves 16:00-18:00",24
IEC240196,IEC-2401-96,REDES DE COMPUTADORAS I,B,Teoria,CASTILLO LUNA EDUARDO,103-Y4-206-f,"Lunes 18:00-20:00, Miércoles 18:00-20:00",24
IEC240196,IEC-2401-96,REDES DE COMPUTADORAS I,C,Teoria,MENDOZA CARREON ALEJANDRA,103-Y4-206-f,"Martes 9:00-11:00, Jueves 9:00-11:00",24
IEC240196,IEC-2401-96,REDES DE COMPUTADORAS I,D,Teoria,MENDOZA CARREON ALEJANDRA,103-Y4-206-f,"Martes 11:00-13:00, Jueves 11:00-13:00",24
IEC240396,IEC-2403-96,COMUNICACIONES I,A,Teoria,BRIONES PEREZ ANDRES,103-Y4-206-e,"Lunes 18:00-20:00, Viernes 18:00-19:00",24
IEC240396,IEC-2403-96,COMUNICACIONES I,A-L1,Laboratorio,BRIONES PEREZ ANDRES,103-Y4-206-e,Miércoles 18:00-20:00,24
IEC250496,IEC-2504-96,ALUMBRADO,A,Teoria,PARRA DEL ANGEL JULIAN,103-Y4-106-j,"Lunes 20:00-22:00, Miércoles 20:00-21:00",20
IEC250996,IEC-2509-96,ELECTROMETRIA,A,Teoria,VILLALOBOS ROMO VERONICA ANGELICA,103-Y4-203,"Lunes 13:00-15:00, Viernes 13:00-14:00",25
IEC250996,IEC-2509-96,ELECTROMETRIA,A-L1,Laboratorio,VILLALOBOS ROMO VERONICA ANGELICA,103-Y4-203,Miércoles 13:00-15:00,25
IEC250996,IEC-2509-96,ELECTROMETRIA,B,Teoria,MEZA PRIETO ELIZABETH,103,"Miércoles 16:00-18:00, Viernes 16:00-17:00",25
IEC250996,IEC-2509-96,ELECTROMETRIA,B-L1,Laboratorio,MEZA PRIETO ELIZABETH,103-Y4-203,Lunes 16:00-18:00,25
IEC260196,IEC-2601-96,TEORIA ELECTROMAGNETICA I,A,Teoria,HERNANDEZ ROMO MANUEL GERARDO,103,"Martes 20:00-22:00, Jueves 20:00-22:00",30
IEC260196,IEC-2601-96,TEORIA ELECTROMAGNETICA I,B,Teoria,MEZA PRIETO ELIZABETH,103,"Martes 11:00-13:00, Jueves 11:00-13:00",25
IEC260196,IEC-2601-96,TEORIA ELECTROMAGNETICA I,C,Teoria,MEZA PRIETO ELIZABETH,103,"Martes 16:00-18:00, Jueves 16:00-18:00",25
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,A,Teoria,GARCIA CHAPARRO DAVID,103,"Martes 9:00-11:00, Viernes 10:00-11:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,A-L1,Laboratorio,GARCIA CHAPARRO DAVID,103-Y4-106-a,Jueves 9:00-11:00,23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,B,Teoria,RUIZ FIGUEROA RICARDO ARNULFO,103,"Lunes 7:00-9:00, Viernes 7:00-8:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,B-L1,Laboratorio,RUIZ FIGUEROA RICARDO ARNULFO,103-Y4-106-a,Miércoles 7:00-9:00,23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,C,Teoria,RUIZ FIGUEROA RICARDO ARNULFO,103,"Martes 7:00-9:00, Viernes 8:00-9:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,C-L1,Laboratorio,RUIZ FIGUEROA RICARDO ARNULFO,103-Y4-106-a,Jueves 7:00-9:00,23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,D,Teoria,RUIZ FIGUEROA RICARDO ARNULFO,103,"Lunes 16:00-18:00, Viernes 16:00-17:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,D-L1,Laboratorio,RUIZ FIGUEROA RICARDO ARNULFO,103-Y4-106-a,Miércoles 16:00-18:00,23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,E,Teoria,... ... ...,103,"Martes 18:00-20:00, Viernes 19:00-20:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,E-L1,Laboratorio,... ... ...,103-Y4-106-a,Jueves 18:00-20:00,23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,F,Teoria,CASTELLANOS GARCIA MANUEL IVAN,103,"Lunes 18:00-20:00, Viernes 18:00-19:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,F-L1,Laboratorio,CASTELLANOS GARCIA MANUEL IVAN,103-Y4-106-a,Miércoles 18:00-20:00,23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,G,Teoria,CASTELLANOS GARCIA MANUEL IVAN,103,"Jueves 16:00-18:00, Viernes 17:00-18:00",23
IEC270196,IEC-2701-96,CIRCUITOS ELECTRICOS I,G-L1,Laboratorio,CASTELLANOS GARCIA MANUEL IVAN,103-Y4-106-a,Martes 16:00-18:00,23
IEC270296,IEC-2702-96,CIRCUITOS ELECTRICOS II,A,Teoria,MORFIN GARDUÑO ONOFRE AMADOR,103,"Martes 18:00-20:00, Viernes 19:00-20:00",15
IEC270296,IEC-2702-96,CIRCUITOS ELECTRICOS II,A-L1,Laboratorio,MORFIN GARDUÑO ONOFRE AMADOR,103-Y4-106-c,Jueves 18:00-20:00,15
IEC270396,IEC-2703-96,ELECTRONICA I,A,Teoria,... ... ...,103,"Jueves 18:00-20:00, Viernes 19:00-20:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,A-L1,Laboratorio,... ... ...,103-Y4-203,Martes 18:00-20:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,B,Teoria,ENRIQUEZ AGUILERA FRANCISCO JAVIER,103-J1-107,"Lunes 11:00-13:00, Viernes 11:00-12:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,B-L1,Laboratorio,ENRIQUEZ AGUILERA FRANCISCO JAVIER,103-J1-107,Miércoles 11:00-13:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,C,Teoria,LOPEZ LOPEZ LUIS EDWIN,103-J1-107,"Martes 13:00-15:00, Viernes 14:00-15:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,C-L1,Laboratorio,LOPEZ LOPEZ LUIS EDWIN,103-J1-107,Jueves 13:00-15:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,D,Teoria,LOYA CARAVEO HECTOR MANUEL,103,"Martes 11:00-13:00, Viernes 12:00-13:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,D-L1,Laboratorio,LOYA CARAVEO HECTOR MANUEL,103-Y4-203,Jueves 11:00-13:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,E,Teoria,LOYA CARAVEO HECTOR MANUEL,103,"Martes 13:00-15:00, Viernes 14:00-15:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,E-L1,Laboratorio,LOYA CARAVEO HECTOR MANUEL,103-Y4-203,Jueves 13:00-15:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,F,Teoria,... ... ...,103,"Martes 16:00-18:00, Viernes 17:00-18:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,F-L1,Laboratorio,... ... ...,103-Y4-203,Jueves 16:00-18:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,G,Teoria,MENDEZ LIRA OMAR ALBERTO,103,"Lunes 16:00-18:00, Viernes 16:00-17:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,G-L1,Laboratorio,MENDEZ LIRA OMAR ALBERTO,103-Y4-203,Miércoles 16:00-18:00,23
IEC270396,IEC-2703-96,ELECTRONICA I,H,Teoria,MEZA PRIETO ELIZABETH,103,"Miércoles 18:00-20:00, Viernes 18:00-19:00",23
IEC270396,IEC-2703-96,ELECTRONICA I,H-L1,Laboratorio,MEZA PRIETO ELIZABETH,103-Y4-203,Lunes 18:00-20:00,23
IEC270496,IEC-2704-96,ELECTRONICA II,A,Teoria,SIFUENTES DE LA HOYA ERNESTO,103-J1-107,"Lunes 13:00-15:00, Viernes 13:00-14:00",25
IEC270496,IEC-2704-96,ELECTRONICA II,A-L1,Laboratorio,SIFUENTES DE LA HOYA ERNESTO,103-J1-107,Miércoles 13:00-15:00,25
IEC270496,IEC-2704-96,ELECTRONICA II,B,Teoria,MENDEZ LIRA OMAR ALBERTO,103,"Lunes 18:00-20:00, Viernes 18:00-19:00",25
IEC270496,IEC-2704-96,ELECTRONICA II,B-L1,Laboratorio,MENDEZ LIRA OMAR ALBERTO,103-Y4-203,Miércoles 18:00-20:00,25
IEC270796,IEC-2707-96,TEORIA DE CONTROL I,A,Teoria,PEREZ VENZOR JORGE ARTURO Teams Lunes,"18:00-20:00,",Viernes 18:00-19:00,25
IEC270796,IEC-2707-96,TEORIA DE CONTROL I,A-L1,Laboratorio,PEREZ VENZOR JORGE ARTURO Teams Miércoles,18:00-20:00,,25
IEC320796,IEC-3207-96,INGENIERIA DE SOFTWARE,A,Teoria,SANTOS BERUMEN LUIS ALBERTO,103,"Lunes 18:00-20:00, Miércoles 18:00-20:00",30
IEC320896,IEC-3208-96,COMPILADORES,A,Teoria,ROSALES MORALES NOE RAMON,103,"Martes 16:00-18:00, Jueves 16:00-18:00",30
IEC330596,IEC-3305-96,SISTEMAS DIGITALES II,A,Teoria,LUJAN MALDONADO SERGIO,103-Y4-201,"Lunes 18:00-20:00, Viernes 18:00-19:00",24
IEC330596,IEC-3305-96,SISTEMAS DIGITALES II,A-L1,Laboratorio,LUJAN MALDONADO SERGIO,103-Y4-201,Miércoles 18:00-20:00,24
IEC330696,IEC-3306-96,SISTEMAS EMBEBIDOS,A,Teoria,COTA RUIZ JUAN DE DIOS,103-J1-107,"Martes 16:00-18:00, Viernes 17:00-18:00",24
IEC330696,IEC-3306-96,SISTEMAS EMBEBIDOS,A-L1,Laboratorio,COTA RUIZ JUAN DE DIOS,103-J1-107,Jueves 16:00-18:00,24
IEC330996,IEC-3309-96,SISTEMAS DE ADQUISICION DE DATOS,A,Teoria,RASCON MADRIGAL LIDIA HORTENCIA,103-J1-107,"Martes 9:00-11:00, Viernes 10:00-11:00",24
IEC330996,IEC-3309-96,SISTEMAS DE ADQUISICION DE DATOS,A-L1,Laboratorio,RASCON MADRIGAL LIDIA HORTENCIA,103-J1-107,Jueves 9:00-11:00,24
IEC330996,IEC-3309-96,SISTEMAS DE ADQUISICION DE DATOS,B,Teoria,VALENZUELA MORENO ALDO URIEL,103-J1-107,"Lunes 18:00-20:00, Viernes 18:00-19:00",24
IEC330996,IEC-3309-96,SISTEMAS DE ADQUISICION DE DATOS,B-L1,Laboratorio,VALENZUELA MORENO ALDO URIEL,103-J1-107,Miércoles 18:00-20:00,24
IEC340296,IEC-3402-96,REDES DE COMPUTADORAS II,A,Teoria,CASTILLO LUNA EDUARDO,103-Y4-206-f,"Martes 18:00-20:00, Jueves 18:00-20:00",24
IEC340296,IEC-3402-96,REDES DE COMPUTADORAS II,B,Teoria,CASTILLO LUNA EDUARDO,103-Y4-206-f,"Lunes 16:00-18:00, Miércoles 16:00-18:00",24
IEC340496,IEC-3404-96,COMUNICACIONES II,A,Teoria,BRIONES PEREZ ANDRES,103-Y4-206-e,"Lunes 20:00-22:00, Viernes 20:00-21:00",24
IEC340496,IEC-3404-96,COMUNICACIONES II,A-L1,Laboratorio,BRIONES PEREZ ANDRES,103-Y4-206-e,Miércoles 20:00-22:00,24
IEC350196,IEC-3501-96,SISTEMAS ELECTRICOS DE POTENCIA I,A,Teoria,NUÑEZ ORTEGA OSCAR Campus Virtual,30,,30
IEC350296,IEC-3502-96,SISTEMAS ELECTRICOS DE POTENCIA II,A,Teoria,NUÑEZ ORTEGA OSCAR,103,"Lunes 20:00-22:00, Miércoles 20:00-22:00",24
IEC350596,IEC-3505-96,INSTALACIONES ELECTRICAS,A,Teoria,PARRA DEL ANGEL JULIAN,103-Y4-106-j,"Lunes 18:00-20:00, Miércoles 18:00-20:00",20
IEC350796,IEC-3507-96,MANTENIMIENTO DE INSTALACIONES INDUSTRIALES,A,Teoria,RAMIREZ CARLOS MIGUEL ANGEL,103,Sábado 9:00-12:00,24
IEC360296,IEC-3602-96,CONTROL DE MAQUINAS,A,Teoria,MORFIN GARDUÑO ONOFRE AMADOR,103,"Martes 16:00-18:00, Viernes 17:00-18:00",20
IEC360296,IEC-3602-96,CONTROL DE MAQUINAS,A-L1,Laboratorio,MORFIN GARDUÑO ONOFRE AMADOR,103-Y4-106-c,Jueves 16:00-18:00,20
IEC361096,IEC-3610-96,TEORIA DE LA COMPUTACION,A,Teoria,ACOSTA GUADARRAMA JUAN CARLOS,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",30
IEC361096,IEC-3610-96,TEORIA DE LA COMPUTACION,C,Teoria,GONZALEZ CAMPOS JOSE SAUL,103,"Lunes 18:00-20:00, Miércoles 18:00-20:00",30
IEC361196,IEC-3611-96,GRAFICACION,A,Teoria,GONZALEZ CAMPOS JOSE SAUL,103,"Martes 16:00-18:00, Jueves 16:00-18:00",24
IEC361296,IEC-3612-96,SIMULACION,A,Teoria,ROSALES MORALES NOE RAMON,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",20
IEC370696,IEC-3706-96,ELECTRONICA DE POTENCIA,A,Teoria,PEREZ VENZOR JORGE ARTURO Teams Lunes,"20:00-22:00,",Viernes 20:00-21:00,25
IEC370696,IEC-3706-96,ELECTRONICA DE POTENCIA,A-L1,Laboratorio,PEREZ VENZOR JORGE ARTURO Teams Miércoles,20:00-22:00,,25
IEC980800,IEC-9808-00,INTRODUCCION A LAS TECNOLOGIAS DE INFORMACION,A,Teoria,BRITO HOLGUIN HUGO JAVIER,103,"Lunes 7:00-9:00, Miércoles 7:00-9:00",30
IEC980800,IEC-9808-00,INTRODUCCION A LAS TECNOLOGIAS DE INFORMACION,B,Teoria,ACOSTA FAVELA JOSE ALFREDO,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
IEC980800,IEC-9808-00,INTRODUCCION A LAS TECNOLOGIAS DE INFORMACION,C,Teoria,ACOSTA FAVELA JOSE ALFREDO,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
IEC980800,IEC-9808-00,INTRODUCCION A LAS TECNOLOGIAS DE INFORMACION,D,Teoria,SANTOS BERUMEN LUIS ALBERTO,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,A,Teoria,GONZALEZ DEMOSS MARTHA VICTORIA,103,"Lunes 7:00-9:00, Miércoles 7:00-9:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,B,Teoria,GONZALEZ DEMOSS MARTHA VICTORIA,103,"Martes 7:00-9:00, Jueves 7:00-9:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,C,Teoria,ACOSTA FAVELA JOSE ALFREDO,103,"Martes 11:00-13:00, Jueves 11:00-13:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,D,Teoria,"ACOSTA FAVELA JOSE ALFREDO Ju - , Ma -","103,","Martes 13:00-15:00, Jueves 13:00-15:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,E,Teoria,"ESTRADA SALDAÑA JOSE FERNANDO Do - Campus Virtual, Ju -","103,",Jueves 18:00-20:00,35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,F,Teoria,ESTRADA SALDAÑA JOSE FERNANDO,103,Martes 18:00-20:00,35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,G,Teoria,"ROBLEDO PORTILLO IVONNE HAYDEE Do - Campus Virtual, Ju -","103,",Jueves 11:00-13:00,35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,H,Teoria,"ROBLEDO PORTILLO IVONNE HAYDEE Do - Campus Virtual, Ju -","103,",Jueves 9:00-11:00,35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,I,Teoria,ROBLEDO PORTILLO IVONNE HAYDEE Ma -,"103,","Sá - Campus Martes Virtual, 11:00-13:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,J,Teoria,ROBLEDO PORTILLO IVONNE HAYDEE Ma -,"103,","Sá - Campus Martes 9:00- Virtual,11:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,K,Teoria,ORTEGA MAYNEZ LETICIA,103,"Viernes 15:00-17:00, Sábado 10:00-12:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,L,Teoria,PARROQUIN AMAYA PATRICIA CRISTINA,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,M,Teoria,PARROQUIN AMAYA PATRICIA CRISTINA,103,"Martes 7:00-9:00, Jueves 7:00-9:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,N,Teoria,"MENDOZA CARREON ALEJANDRA Do - Campus Virtual, Ju -","103,",Jueves 13:00-15:00,35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,O,Teoria,MENDOZA CARREON ALEJANDRA Ma -,"103,","Sá - Campus Martes 13:00-15:00 Virtual,",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,P,Teoria,ESQUIVEL RIVERA CYNTHIA VANESSA,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",24
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,Q,Teoria,ESQUIVEL RIVERA CYNTHIA VANESSA,103,"Martes 11:00-13:00, Jueves 11:00-13:00",24
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,R,Teoria,ACOSTA GUADARRAMA JUAN CARLOS,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,S,Teoria,ACOSTA GUADARRAMA JUAN CARLOS,103,"Lunes 13:00-15:00, Miércoles 13:00-15:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,T,Teoria,URUCHURTU MORENO DAVID ABSALON,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,U,Teoria,URUCHURTU MORENO DAVID ABSALON,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,V,Teoria,MEZA MARTINEZ LAURA PATRICIA,103,"Martes 18:00-20:00, Jueves 18:00-20:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,W,Teoria,SIFUENTES MARTINEZ MARIA DE LOS,ANGELES103,"Martes 16:00-18:00, Jueves 16:00-18:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,X,Teoria,SIFUENTES MARTINEZ MARIA DE LOS,ANGELES103,"Martes 18:00-20:00, Jueves 18:00-20:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,Y,Teoria,MEZA MARTINEZ LAURA PATRICIA,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",35
IEC980900,IEC-9809-00,FUNDAMENTOS DE PROGRAMACION,Z,Teoria,MEZA MARTINEZ LAURA PATRICIA,103,"Lunes 18:00-20:00, Miércoles 18:00-20:00",35
IEC981000,IEC-9810-00,PROGRAMACION I,A,Teoria,OCHOA DOMINGUEZ HUMBERTO DE JESUS,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,C,Teoria,CASTRO VASQUEZ ARNULFO,103-Y4-101,"Lunes 7:00-9:00, Miércoles 7:00-9:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,D,Teoria,CASTRO VASQUEZ ARNULFO,103-Y4-101,"Martes 7:00-9:00, Jueves 7:00-9:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,E,Teoria,PADILLA FRANCO JAVITT HIGMAR NAHITT,103-Y4-101,"Martes 9:00-11:00, Jueves 9:00-11:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,F,Teoria,PALACIOS DIAZ FERNANDO,103-Y4-101,"Lunes 11:00-13:00, Miércoles 11:00-13:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,G,Teoria,DOMINGUEZ GUERRERO JOSUE,103,"Lunes 9:00-11:00, Miércoles 9:00-11:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,H,Teoria,DOMINGUEZ GUERRERO JOSUE,103-Y4-101,"Martes 13:00-15:00, Jueves 13:00-15:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,I,Teoria,SANTIAGO RAMIREZ EVERARDO,103-Y4-101,"Lunes 9:00-11:00, Miércoles 9:00-11:00",10
IEC981000,IEC-9810-00,PROGRAMACION I,J,Teoria,SANTIAGO RAMIREZ EVERARDO Campus Virtual,10,,10
IEC981200,IEC-9812-00,SISTEMAS OPERATIVOS,A,Teoria,CASTRO VASQUEZ ARNULFO,103,"Martes 9:00-11:00, Jueves 9:00-11:00",30
IEC981200,IEC-9812-00,SISTEMAS OPERATIVOS,B,Teoria,ARELLANO FLORES JORGE ISAAC Teams Lunes,"16:00-18:00,",Miércoles 16:00-18:00,25
IEC981300,IEC-9813-00,SISTEMAS WEB I,A,Teoria,BRITO HOLGUIN HUGO JAVIER,103-W-105,"Lunes 11:00-13:00, Miércoles 11:00-13:00",24
IEC981300,IEC-9813-00,SISTEMAS WEB I,B,Teoria,BRITO HOLGUIN HUGO JAVIER,103,"Martes 9:00-11:00, Jueves 9:00-11:00",24
IEC981500,IEC-9815-00,SEGURIDAD DE LA INFORMACION I,A,Teoria,MORALES ROCHA VICTOR MANUEL Campus Virtual,15,,15
IEC981500,IEC-9815-00,SEGURIDAD DE LA INFORMACION I,B,Teoria,GUZMAN SANABRIA ADRIAN,103,"Martes 18:00-20:00, Jueves 18:00-20:00",20
IEC981600,IEC-9816-00,SISTEMAS OPERATIVOS DISTRIBUIDOS,A,Teoria,ROSALES MORALES NOE RAMON,103,"Martes 18:00-20:00, Jueves 18:00-20:00",30
IEC981900,IEC-9819-00,PROGRAMACION INTEGRATIVA,A,Teoria,ROSALES MORALES NOE RAMON,103-Y4-101,"Lunes 18:00-20:00, Miércoles 18:00-20:00",30
IEC982100,IEC-9821-00,SEGURIDAD DE LA INFORMACION II,A,Teoria,MORALES ROCHA VICTOR MANUEL Campus Virtual,25,,25
IEC984500,IEC-9845-00,FISICA DE SEMICONDUCTORES,A,Teoria,JIMENEZ PEREZ ABIMAEL,103,"Lunes 11:00-13:00, Miércoles 11:00-13:00",24
IEC984614,IEC-9846-14,INTRODUCCION A LAS ENERGIAS RENOVABLES,A,Teoria,NUÑEZ ORTEGA OSCAR Campus Virtual,30,,30
IEC984714,IEC-9847-14,CONVERSION DE LA ENERGIA I,A,Teoria,MORFIN GARDUÑO ONOFRE AMADOR,103,"Lunes 16:00-18:00, Viernes 16:00-17:00",21
IEC984714,IEC-9847-14,CONVERSION DE LA ENERGIA I,A-L1,Laboratorio,MORFIN GARDUÑO ONOFRE AMADOR,103-Y4-106-c,Miércoles 16:00-18:00,21
IEC984814,IEC-9848-14,EQUIPOS ELECTROMECANICOS,A,Teoria,RAMIREZ CARLOS MIGUEL ANGEL,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",20
IEC984914,IEC-9849-14,CONVERSION DE LA ENERGIA II,A,Teoria,... ... ...,103,"Jueves 16:00-18:00, Viernes 17:00-18:00",20
IEC984914,IEC-9849-14,CONVERSION DE LA ENERGIA II,A-L1,Laboratorio,... ... ...,103-Y4-106-c,Martes 16:00-18:00,20
IEC985014,IEC-9850-14,REDES DE DISTRIBUCION,A,Teoria,QUEZADA CARREON ABEL EDUARDO,103-Y4-106-j,"Lunes 16:00-18:00, Miércoles 16:00-18:00",20
IEC985114,IEC-9851-14,CALIDAD DE LA ENERGIA,A,Teoria,PARRA DEL ANGEL JULIAN,103-Y4-106-j,"Martes 20:00-22:00, Jueves 20:00-22:00",20
IEC985314,IEC-9853-14,SEMINARIO DE TITULACION DE INGENIERIA ELECTRICA II,A,Teoria,ENRIQUEZ AGUILERA FRANCISCO JAVIER,103-J1-104,"Lunes 13:00-15:00, Miércoles 13:00-15:00",5
IEC985515,IEC-9855-15,DESARROLLO DE APLICACIONES MOVILES,A,Teoria,RIVAS FLORES CESAR ALONSO,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",30
IEC986016,IEC-9860-16,TOPICOS DE INGENIERIA ELECTRICA,A,Teoria,SIFUENTES DE LA HOYA ERNESTO,103-J1-104,"Lunes 16:00-18:00, Miércoles 16:00-18:00",15
IEC986116,IEC-9861-16,INGENIERIA ELECTRICA,A,Teoria,BRAVO MARTINEZ GABRIEL,103,"Lunes 14:00-16:00, Miércoles 14:00-16:00",25
IEC986116,IEC-9861-16,INGENIERIA ELECTRICA,B,Teoria,BRAVO MARTINEZ GABRIEL,103,"Lunes 16:00-18:00, Miércoles 16:00-18:00",25
